EVENT,SEQ,FATAL
20120617X95025,Prior to flight - Preflight or dispatch event,0
20120618X00755,Approach - Collision avoidance alert,0
20120618X00755,Approach - Miscellaneous/other,0
20120618X00755,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120618X00755,Landing-landing roll - Runway excursion,0
20120618X11856,Takeoff - Collision with terr/obj (non-CFIT),0
20120618X11856,Takeoff - Landing gear collapse,0
20120618X11856,Takeoff - Loss of lift,0
20120618X11856,Takeoff - Runway excursion,0
20120618X13514,Enroute-cruise - Aircraft structural failure,0
20120618X85849,Autorotation - Hard landing,0
20120618X85849,Autorotation - Loss of engine power (partial),0
20120618X91331,Landing-aborted after touchdown - Attempted remediation/recovery,0
20120618X91331,Landing-flare/touchdown - Abnormal runway contact,0
20120618X91331,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120619X10031,Takeoff - Collision with terr/obj (non-CFIT),0
20120619X10031,Takeoff - Loss of control in flight,0
20120619X14719,Landing-flare/touchdown - Abnormal runway contact,0
20120619X14719,Landing-flare/touchdown - Attempted remediation/recovery,0
20120619X14719,Landing-flare/touchdown - Hard landing,0
20120619X14719,Landing-flare/touchdown - Landing gear collapse,0
20120619X35510,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120619X35510,Landing-landing roll - Loss of control on ground,0
20120619X40324,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120619X40324,Landing-landing roll - Loss of control on ground,0
20120619X42932,Taxi-from runway - Collision with terr/obj (non-CFIT),0
20120619X42932,Taxi-from runway - Loss of control on ground,0
20120619X50231,Landing-landing roll - Runway incursion veh/AC/person,0
20120619X52353,Takeoff - Collision with terr/obj (non-CFIT),0
20120619X52353,Takeoff - Loss of control in flight,0
20120619X85353,Landing - Collision with terr/obj (non-CFIT),0
20120619X85353,Landing - Loss of control on ground,0
20120619X85353,Landing - Runway excursion,0
20120619X85353,Landing-flare/touchdown - Hard landing,0
20120619X85512,Takeoff - Collision with terr/obj (non-CFIT),0
20120619X85512,Takeoff - Loss of control in flight,0
20120619X90522,Approach-VFR pattern final - Loss of engine power (total),0
20120619X90522,Emergency descent - Off-field or emergency landing,0
20120619X90522,Landing-landing roll - Nose over/nose down,0
20120619X93003,Takeoff - Loss of control on ground,0
20120620X02221,Takeoff - Loss of engine power (partial),0
20120620X91512,Initial climb - Collision with terr/obj (non-CFIT),0
20120620X91512,Takeoff - Miscellaneous/other,0
20120620X93008,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),0
20120620X93008,Maneuvering-low-alt flying - Loss of control in flight,0
20120620X93008,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120620X94522,Landing-landing roll - Runway incursion animal,0
20120621X11954,Landing-flare/touchdown - Landing gear not configured,0
20120621X12934,Landing-flare/touchdown - Dragged wing/rotor/float/other,0
20120621X12934,Landing-flare/touchdown - Other weather encounter,0
20120621X23704,Landing-landing roll - Landing gear collapse,0
20120621X23704,Landing-landing roll - Loss of control on ground,0
20120621X31412,Maneuvering - Loss of control in flight,0
20120621X34639,Initial climb - Sys/Comp malf/fail (non-power),0
20120621X53517,Landing-landing roll - Loss of control on ground,0
20120621X53517,Landing-landing roll - Nose over/nose down,0
20120621X53517,Landing-landing roll - Runway excursion,0
20120621X71649,Landing-flare/touchdown - Hard landing,0
20120621X75139,Landing-flare/touchdown - Abnormal runway contact,0
20120621X75139,Landing-flare/touchdown - Nose over/nose down,0
20120621X75139,Landing-flare/touchdown - Other weather encounter,0
20120621X81538,Takeoff - Uncontained engine failure,0
20120621X82706,Landing-flare/touchdown - Hard landing,0
20120621X83139,Landing-landing roll - Runway excursion,0
20120622X80128,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20120622X80128,Takeoff-rejected takeoff - Loss of control on ground,0
20120623X90739,Emergency descent - Off-field or emergency landing,0
20120623X90739,Enroute - Loss of engine power (total),0
20120623X90739,Landing - Ditching,0
20120625X10618,Enroute-cruise - Electrical system malf/failure,0
20120625X10618,Enroute-cruise - Loss of engine power (total),0
20120625X10618,Landing - Landing gear not configured,0
20120625X10618,Landing - Off-field or emergency landing,0
20120625X12447,Approach-VFR pattern final - Collision during takeoff/land,0
20120625X12447,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120625X15334,Emergency descent - Off-field or emergency landing,0
20120625X15334,Enroute-cruise - Loss of engine power (partial),0
20120625X15334,Landing-landing roll - Nose over/nose down,0
20120625X23356,Landing - Other weather encounter,0
20120625X23356,Landing-flare/touchdown - Abnormal runway contact,0
20120625X23356,Landing-flare/touchdown - Hard landing,0
20120625X31218,Maneuvering-low-alt flying - Aerodynamic stall/spin,0
20120625X31218,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120625X55501,Landing-flare/touchdown - Hard landing,0
20120625X55501,Landing-flare/touchdown - Landing gear collapse,0
20120625X91955,Enroute-cruise - Loss of engine power (partial),0
20120625X91955,Landing - Nose over/nose down,0
20120625X91955,Landing - Off-field or emergency landing,0
20120625X91955,Prior to flight - Aircraft inspection event,0
20120626X00722,Landing-flare/touchdown - Hard landing,0
20120626X70032,Landing - Dragged wing/rotor/float/other,0
20120626X70032,Landing - Hard landing,0
20120626X81701,Landing-landing roll - Nose over/nose down,0
20120626X81948,Landing-aborted after touchdown - Loss of control on ground,0
20120626X81948,Landing-flare/touchdown - Abnormal runway contact,0
20120626X81948,Landing-landing roll - Collision during takeoff/land,0
20120627X01450,Landing-landing roll - Ground collision,0
20120627X20651,Taxi - Collision with terr/obj (non-CFIT),0
20120627X20651,Taxi - Ground collision,0
20120627X54104,Emergency descent - Off-field or emergency landing,0
20120627X54104,Enroute-cruise - Loss of engine power (total),0
20120627X54104,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120627X62804,Landing - Loss of control on ground,0
20120627X62804,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120627X62804,Landing-landing roll - Runway excursion,0
20120627X90622,Emergency descent - Off-field or emergency landing,0
20120627X90622,Enroute-cruise - Loss of engine power (total),0
20120627X90622,Landing - Collision with terr/obj (non-CFIT),0
20120628X11342,Enroute-climb to cruise - Loss of engine power (total),0
20120628X11342,Prior to flight - Miscellaneous/other,0
20120628X15303,Enroute-cruise - Loss of engine power (total),0
20120628X15303,Landing - Off-field or emergency landing,0
20120628X22112,Maneuvering - Loss of control in flight,0
20120628X44512,Enroute - Loss of lift,0
20120628X44512,Landing - Off-field or emergency landing,0
20120628X51812,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),0
20120628X51812,Maneuvering-low-alt flying - Turbulence encounter,0
20120628X72248,Maneuvering-hover - External load event (Rotorcraft),0
20120628X73336,Approach-VFR go-around - Collision with terr/obj (non-CFIT),0
20120628X73336,Approach-VFR go-around - Loss of control in flight,0
20120628X73336,Approach-VFR pattern final - Attempted remediation/recovery,0
20120628X73336,Approach-VFR pattern final - Course deviation,0
20120628X74946,Takeoff - Loss of control in flight,0
20120628X74946,Takeoff - Other weather encounter,0
20120628X95014,Landing-flare/touchdown - Hard landing,0
20120629X40904,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120629X40904,Landing-landing roll - Loss of control on ground,0
20120629X90208,Approach-VFR pattern downwind - Loss of engine power (total),0
20120629X90208,Landing - Landing area overshoot,0
20120629X90208,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120629X90208,Landing-landing roll - Runway excursion,0
20120629X90208,Prior to flight - Aircraft maintenance event,0
20120629X92450,Initial climb - Collision with terr/obj (non-CFIT),0
20120629X92450,Initial climb - Loss of control in flight,0
20120630X73955,Emergency descent - Off-field or emergency landing,0
20120630X73955,Initial climb - Powerplant sys/comp malf/fail,0
20120630X73955,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120701X23507,Landing - Landing gear not configured,0
20120701X60219,Takeoff - Attempted remediation/recovery,0
20120701X60219,Takeoff - Landing gear collapse,0
20120701X60219,Takeoff - Landing gear not configured,0
20120701X65804,Prior to flight - Preflight or dispatch event,0
20120701X65804,Takeoff - Collision with terr/obj (non-CFIT),0
20120701X65804,Takeoff - Loss of lift,0
20120701X65804,Takeoff - Other weather encounter,0
20120702X03853,Initial climb - Aerodynamic stall/spin,0
20120702X03853,Initial climb - Loss of control in flight,0
20120702X04032,Takeoff - Collision during takeoff/land,0
20120702X04032,Takeoff - Other weather encounter,0
20120702X04958,Landing - Abnormal runway contact,0
20120702X04958,Landing-aborted after touchdown - Attempted remediation/recovery,0
20120702X04958,Takeoff - Aerodynamic stall/spin,0
20120702X10955,Landing - Dragged wing/rotor/float/other,0
20120702X10955,Landing - Loss of control on ground,0
20120702X24026,Approach-VFR go-around - Loss of control in flight,0
20120702X55525,Taxi - Loss of control on ground,0
20120702X55525,Taxi - Nose over/nose down,0
20120702X55525,Taxi - Other weather encounter,0
20120702X85520,Emergency descent - Off-field or emergency landing,0
20120702X85520,Initial climb - Loss of engine power (partial),0
20120702X85520,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120702X90026,Initial climb - Miscellaneous/other,0
20120702X90026,Landing - Collision with terr/obj (non-CFIT),0
20120702X90026,Takeoff-rejected takeoff - Attempted remediation/recovery,0
20120702X90026,Takeoff-rejected takeoff - Runway excursion,0
20120703X01944,Approach-VFR pattern final - Loss of engine power (total),0
20120703X02421,Landing-landing roll - Loss of control on ground,0
20120703X02730,Approach-VFR pattern final - Loss of lift,0
20120703X04141,Takeoff - Loss of control on ground,0
20120703X04141,Takeoff - Nose over/nose down,0
20120703X04141,Takeoff - Runway excursion,0
20120703X04805,Landing-landing roll - Loss of control on ground,0
20120703X05426,Landing-landing roll - Landing area overshoot,0
20120703X05426,Landing-landing roll - Nose over/nose down,0
20120703X05426,Landing-landing roll - Runway excursion,0
20120703X05815,Approach-VFR pattern final - Collision during takeoff/land,0
20120703X05815,Approach-VFR pattern final - Loss of control in flight,0
20120703X10127,Maneuvering-hover - Fire/smoke (non-impact),0
20120703X12440,Takeoff - Collision with terr/obj (non-CFIT),0
20120703X12440,Takeoff - Loss of control on ground,0
20120703X63653,Emergency descent - Miscellaneous/other,0
20120703X63653,Emergency descent - Off-field or emergency landing,0
20120703X63653,Enroute-cruise - Loss of engine power (partial),0
20120703X63653,Landing-flare/touchdown - Hard landing,0
20120703X82414,Landing-flare/touchdown - Miscellaneous/other,0
20120703X82414,Landing-landing roll - Nose over/nose down,0
20120703X82414,Landing-landing roll - Runway excursion,0
20120703X85443,Enroute-climb to cruise - Low altitude operation/event,0
20120703X91239,Landing - Off-field or emergency landing,0
20120703X91239,Takeoff - Fuel starvation,0
20120703X93512,Takeoff - Landing gear collapse,0
20120703X93512,Takeoff - Miscellaneous/other,0
20120703X93512,Takeoff - Roll over,0
20120704X22541,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120704X22541,Landing-flare/touchdown - Runway incursion animal,0
20120704X23310,Approach - Sys/Comp malf/fail (non-power),0
20120704X23310,Landing-landing roll - Landing gear collapse,0
20120704X55938,Unknown - Miscellaneous/other,0
20120704X95425,Maneuvering - Collision with terr/obj (non-CFIT),0
20120704X95425,Maneuvering - Miscellaneous/other,0
20120705X10053,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120705X10053,Landing-landing roll - Flight control sys malf/fail,0
20120705X10053,Landing-landing roll - Loss of control on ground,0
20120705X10827,Autorotation - Hard landing,0
20120705X10827,Enroute-cruise - Part(s) separation from AC,0
20120705X42511,Landing - Nose over/nose down,0
20120705X42511,Landing-flare/touchdown - Landing area undershoot,0
20120705X45514,Taxi - Ground collision,0
20120705X51659,Approach-IFR final approach - Miscellaneous/other,0
20120705X51659,Taxi - Runway incursion veh/AC/person,0
20120705X62805,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120705X62805,Landing-landing roll - Loss of control on ground,0
20120705X82945,Enroute-cruise - Birdstrike,0
20120705X92337,Landing-landing roll - Loss of control on ground,0
20120705X92337,Landing-landing roll - Nose over/nose down,0
20120705X92945,Initial climb - Collision during takeoff/land,0
20120705X93933,Standing-engine(s) start-up - Loss of control on ground,0
20120705X93933,Taxi - Collision with terr/obj (non-CFIT),0
20120706X05542,Maneuvering-low-alt flying - Low altitude operation/event,0
20120706X54733,Landing-landing roll - Landing gear collapse,0
20120706X54733,Landing-landing roll - Runway excursion,0
